"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","","","","","","",""
"DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR","","","","","","",""
"DEPARTAMENTO DE GESTIÓN DE LA INFORMACIÓN Y ESTADÍSTICAS","","","","","","",""
"","","","","","","",""
"POBLACIÓN GRADUADA EN EDUCACIÓN SUPERIOR. EL SALVADOR  AÑO 2022","","","","","","",""
"","","","","","","",""
"FUENTE: Dirección Nacional de Educación Superior. Reporte 2022 SNIEES","","","","","","",""
"INSTITUCIÓN DE EDUCACIÓN SUPERIOR","SECTOR","DEPARTAMENTO","GRADO ACADÉMICO","CARRERA","FEMENINO","MASCULINO","TOTAL"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN SISTEMAS INTEGRADOS DE GESTIÓN DE CALIDAD","5","3","8"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN TECNOLOGÍAS DE GEOINFORMACIÓN","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN TEOLOGÍA","0","1","1"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN TEOLOGÍA LATINOAMERICANA","1","3","4"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN TEOLOGÍA LATINOAMERICANA- NO PRESENCIAL","5","9","14"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN TRADUCCION INGLES\/ESPAÑOL - ESPAÑOL\/INGLES","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN TURISMO ALTERNATIVO SOSTENIBLE","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA JUDICIAL","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESOR DE EDUCACIÓN MEDIA TÉCNICA EN LA ESPECIALIDAD DE COMPUTACIÓN","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESOR DE EDUCACIÓN MEDIA TÉCNICA EN LA ESPECIALIDAD DE ELECTROTECNIA","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESOR DE EDUCACIÓN MEDIA TÉCNICA EN LA ESPECIALIDAD DE MECÁNICA AUTOMOTRÍZ","0","0","0"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO DE EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLOS","5","7","12"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN BIOLOGÍA PARA TERCER CICLO DE EDUCACION BÁSICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","PROFESORADO","PROFESORADO EN BIOLOGÍA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","2","4","6"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN BIOLOGÍA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","4","2","6"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN BIOLOGÍA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN BIOLOGÍA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN BIOLOGÍA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","4","3","7"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN CIENCIAS NATURALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","PROFESORADO","PROFESORADO EN CIENCIAS NATURALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN CIENCIAS NATURALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN CIENCIAS NATURALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN CIENCIAS NATURALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","5","8","13"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","4","4"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","4","2","6"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SONSONATE","PRIVADO","Sonsonate","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","2","4","6"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN CIENCIAS SOCIALES PARA TERCER CICLO DE EDUCACION BASICA Y MEDIA","0","0","0"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN EDUCACION  BASICA  PARA PRIMERO Y SEGUNDO CICLOS","34","4","38"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN EDUCACIÓN ARTÍSTICA","11","11","22"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLO","7","0","7"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","PROFESORADO","PROFESORADO EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLOS","2","13","15"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLOS","14","5","19"
"UNIVERSIDAD DE SONSONATE","PRIVADO","Sonsonate","PROFESORADO","PROFESORADO EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLOS","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLOS","10","2","12"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLOS","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLOS ( A DISTANCIA )","11","10","21"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACION ESPECIAL PARA NIVEL BASICO","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","PROFESORADO","PROFESORADO EN EDUCACION ESPECIAL PARA NIVEL BASICO","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACION FISICA Y DEPORTES","0","0","0"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN EDUCACIÓN FÍSICA Y DEPORTES","5","30","35"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN EDUCACIÓN FÍSICA Y DEPORTES","1","0","1"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN EDUCACIÓN FÍSICA Y DEPORTES","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN EDUCACIÓN FÍSICA Y DEPORTES","14","44","58"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACIÓN FÍSICA Y DEPORTES","0","3","3"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACION FISICA Y DEPORTES PARA EDUCACION BASICA Y  EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","PROFESORADO","PROFESORADO EN EDUCACION INICIAL Y PARVULARIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACION INICIAL Y PARVULARIA","12","0","12"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN EDUCACION INICIAL Y PARVULARIA","1","12","13"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SONSONATE","PRIVADO","Sonsonate","PROFESORADO","PROFESORADO EN EDUCACION INICIAL Y PARVULARIA","5","0","5"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN EDUCACIÓN INICIAL Y PARVULARIA","55","1","56"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","PROFESORADO","PROFESORADO EN EDUCACIÓN INICIAL Y PARVULARIA","0","12","12"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN EDUCACIÓN INICIAL Y PARVULARIA","12","0","12"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN EDUCACIÓN INICIAL Y PARVULARIA","61","0","61"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACIÓN INICIAL Y PARVULARIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SANTA ANA","PRIVADO","Santa Ana","PROFESORADO","PROFESORADO EN EDUCACIÓN INICIAL Y PARVULARIA","19","23","42"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN EDUCACIÓN INICIAL Y PARVULARIA","25","0","25"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN FISICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN FÍSICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","5","5","10"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN FÍSICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN FÍSICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN IDIOMA INGLES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","9","1","10"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN IDIOMA INGLES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","1","1","2"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN IDIOMA INGLES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","10","4","14"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN IDIOMA INGLES PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN IDIOMA INGLES PARA TERCER CICLO DE EDUCACION BÁSICA Y EDUCACION MEDIA","3","8","11"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN IDIOMA INGLÉS PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","5","4","9"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","PROFESORADO","PROFESORADO EN IDIOMA INGLÉS PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","PROFESORADO","PROFESORADO EN IDIOMA INGLÉS PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","8","8","16"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN IDIOMA INGLÉS PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","1","4","5"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN LA ENSENANZA DEL IDIOMA INGLES","15","30","45"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN LENGUAJE Y LITERATURA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN LENGUAJE Y LITERATURA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN LENGUAJE Y LITERATURA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN LENGUAJE Y LITERATURA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","10","0","10"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN LENGUAJE Y LITERATURA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","10","2","12"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN LENGUAJE Y LITERATURA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","30","6","36"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","PROFESORADO","PROFESORADO EN LENGUAJE Y LITERATURA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN MATEMATICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","16","7","23"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN MATEMATICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","19","10","29"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","PROFESORADO","PROFESORADO EN MATEMATICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","5","8","13"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN MATEMATICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","10","8","18"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN MATEMATICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","16","9","25"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN MATEMATICA PARA TERCER CICLO DE EDUCACION BÁSICA Y EDUCACION MEDIA","20","13","33"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN MATEMÁTICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","16","12","28"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","PROFESORADO","PROFESORADO EN MATEMÁTICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN MATEMÁTICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","15","12","27"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","PROFESORADO","PROFESORADO EN QUIMICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","PROFESORADO","PROFESORADO EN QUIMICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","3","0","3"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","PROFESORADO","PROFESORADO EN QUÍMICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","2","2","4"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","PROFESORADO","PROFESORADO EN QUÍMICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN QUÍMICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN TEOLOGIA","5","3","8"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","La Libertad","PROFESORADO","PROFESORADO EN TEOLOGÍA","22","3","25"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","PROFESORADO","PROFESORADO EN TEOLOGIA PASTORAL","8","18","26"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO Y LICENCIATURA EN EDUCACION ESPECIAL","9","2","11"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","PROFESORADO","PROFESORADO Y LICENCIATURA EN EDUCACION INICIAL Y PARVULARIA","17","1","18"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO ARQUITECTURA","14","11","25"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TECNICO BILINGUE INGLES - ESPAÑOL","0","2","2"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","TÉCNICO","TECNICO BILINGUE INGLES-ESPAÑOL","0","0","0"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TÉCNICO BILINGÜE INGLÉS-ESPAÑOL","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TÉCNICO BILINGÜE PARA CALL CENTER","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TECNICO EJECUTIVO EN ASISTENCIA GERENCIAL","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN  ENFERMERIA","25","2","27"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN ADMINISTRACIÓN DE EMPRESAS","12","5","17"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN ADMINISTRACION DE EMPRESAS GASTRONOMICAS","18","9","27"
"INSTITUTO TECNOLOGICO AMERICANO DE EDUCACION SUPERIOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ADMINISTRACION DE NEGOCIOS","0","2","2"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ADMINISTRACION DE PERSONAL","14","3","17"
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ESCUELA MILITAR CAPITÁN GENERAL GERARDO BARRIOS""","PÚBLICO","La Libertad","TÉCNICO","TÉCNICO EN ADMINISTRACIÓN DE RECURSOS MILITARES","1","33","34"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ADMINISTRACION DE RESTAURANTES","1","4","5"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN ADMINISTRACIÓN DE RESTAURANTES (NO PRESENCIAL)","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ADMINISTRACION TURISTICA","31","10","41"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ADMINISTRACION TURISTICA - NO PRESENCIAL","0","0","0"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","La Unión","TÉCNICO","TECNICO EN ADMINISTRACION Y OPERACION PORTUARIA","1","7","8"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","TÉCNICO","TÉCNICO EN AGRICULTURA SOSTENIBLE","2","5","7"
"INSTITUTO TECNOLOGICO DE CHALATENANGO","PÚBLICO","Chalatenango","TÉCNICO","TECNICO EN AGROINDUSTRIA","25","13","38"
"ESCUELA NACIONAL DE AGRICULTURA ROBERTO QUIÑONEZ","PRIVADO","La Libertad","TÉCNICO","TECNICO EN AGRONOMIA","44","60","104"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN ANIMACIÓN DIGITAL Y VIDEOJUEGOS","3","0","3"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ARQUITECTURA DIGITAL","2","0","2"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","TÉCNICO","TÉCNICO EN ARTES DRAMÁTICAS","1","2","3"
"INSTITUTO TECNOLOGICO AMERICANO DE EDUCACION SUPERIOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ARTES LIBERALES","0","2","2"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN ASESORÍA FINANCIERA SOSTENIBLE","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ASISTENCIA ODONTOLOGICA","8","7","15"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN BANCA Y NEGOCIOS","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","TÉCNICO","TÉCNICO EN BIBLIOTECOLOGÍA","16","4","20"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TECNICO EN CIENCIAS DE LA COMPUTACION","3","9","12"
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ACADEMIA NACIONAL DE SEGURIDAD PÚBLICA""","PÚBLICO","La Paz","TÉCNICO","TÉCNICO EN CIENCIAS POLICIALES","23","75","98"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN COMPUTACION","1","4","5"
